Rows,Id,Unknown1,ModTypeKey,Level,Stat1 (Stats.dat Row),Stat2 (Stats.dat Row),Stat3 (Stats.dat Row),Stat4 (Stats.dat Row),Domain,Name,GenerationType,CorrectGroup,Stat1Min,Stat1Max,Stat2Min,Stat2Max,Stat3Min,Stat3Max,Stat4Min,Stat4Max,SpawnWeightTagsKeys,SpawnWeightValues,BuffDefinitionsKey,BuffValue,TagsKeys,GrantedEffectsPerLevelKey,Data3,Data4,MonsterMetadata,Unknown2,Unknown3,Unknown4,Stat5Min,Stat5Max,StatsKey5,Keys0,AchievementItemsKey,GenerationWeight_TagsKeys,GenerationWeight_Values,Data5,IsEssenceOnlyModifier,UnknownMapMin,UnknownMapMax,Unknown5,Unknown6
9134,MapAtlasChaosDamageAndPacks_,19931,3230,73,2823,5068,5073,-1,12,,1,MapAtlasChaosDamageAndPacks,55,55,8,8,10,10,0,0,"[198, 0]","[0, 1000]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9135,MapAtlasDamageTakenWhileStationary,52867,3231,1,2823,5078,-1,-1,12,,3,MapAtlasPlayersDamageDealtAndTakenWhileStationary,55,55,10,10,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9136,MapAtlasOnslaughtWhenHit,60469,3232,1,2823,5077,-1,-1,12,,3,MapAtlasOnslaughtWhenHitAndOnslaughtEffect,55,55,1,1,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9137,MapAtlasGroundHaste,29124,3233,1,2823,5088,5094,5095,12,,1,MapAtlasGroundHaste,55,55,20,20,9,9,18,18,[0],[1000],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9138,MapAtlasUniqueMonstersDropCorruptedItems,35647,3234,73,2823,5112,-1,-1,12,,1,MapAtlasUniqueMonstersDropCorruptedItems,55,55,1,1,0,0,0,0,"[201, 200, 0]","[0, 0, 200]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9139,MapAtlasMapsHave20PercentQuality,23414,3235,1,2823,5111,995,-1,12,,1,MapAtlasMapsHave20PercentQuality,55,55,20,20,20,20,0,0,[0],[1000],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9140,MapAtlasMapQualityBonusAlsoAppliesToRarity,21496,3236,73,2823,5110,3285,-1,12,,1,MapAtlasMapQualityBonusAlsoAppliesToRarity,55,55,1,1,20,20,0,0,[0],[1000],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9141,MapAtlasPlayersDamageDealtAndTakenWhileStationary_,39726,3237,1,2823,5108,5109,-1,12,,1,MapAtlasPlayersDamageDealtAndTakenWhileStationary,55,55,100,100,10,10,0,0,"[201, 0]","[0, 1000]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9142,MapAtlasOnslaughtWhenHitAndOnslaughtEffect,35045,3238,1,2823,5077,5107,-1,12,,1,MapAtlasOnslaughtWhenHitAndOnslaughtEffect,55,55,4000,4000,100,100,0,0,"[201, 0]","[0, 1000]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9143,MapAtlasFishy,49422,3239,78,2823,5105,5130,5131,12,,1,MapAtlasFishy,55,55,0,100,10,10,0,10,[0],[10],-1,0,[],-1,[],[],,[],[],-1,5052017,5052017,5132,[],-1,[],[],[],False,0,0,-1,234
9144,MapAtlasContainsZanaMission,1647,3240,73,2823,2337,-1,-1,12,,1,MapAtlasContainsMaster,55,55,7,7,0,0,0,0,"[155, 0]","[0, 200]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9145,MapAtlasStrongboxesAreCorruptedAndUnided,61885,3241,73,2823,5117,2482,5178,12,,1,MapAtlasStrongboxesAreCorruptedAndUnided,55,55,1,1,1,1,2,2,"[199, 0]","[0, 200]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9146,MapAtlasCorruptedMapBossesDropAdditionalVaalItems,12174,3242,78,2823,5116,5192,-1,12,,1,MapAtlasCorruptedMapBossesDropAdditionalVaalItems,55,55,1,1,5,5,0,0,[0],[1000],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9147,MapAtlasMagicPackSize,50795,3243,1,2823,5133,-1,-1,12,,1,MapAtlasMagicPackSize,55,55,30,30,0,0,0,0,"[198, 0]","[0, 1000]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9148,MapAtlasRogueExilesDamageAndDropAdditionalJewels,57374,3244,1,2823,5134,5135,5136,12,,1,MapAtlasRogueExilesDamageAndDropAdditionalJewels,55,55,20,20,20,20,2,2,"[198, 0]","[0, 1000]",-1,0,[],-1,[],[],,[],[],-1,1,1,2260,[],-1,[],[],[],False,0,0,-1,234
9149,MapAtlasMagicAndRareMapsHaveAdditionalPacks,54394,3245,1,2823,5185,5184,5186,12,,1,MapAtlasMagicAndRareMapsHaveAdditionalPacks,55,55,3,3,3,3,3,3,"[155, 198, 0]","[0, 0, 1000]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9150,MapAtlasReducedReflectedDamageTakenMirroredRares,14021,3246,1,2823,5118,5120,-1,12,,1,MapAtlasReducedReflectedDamageTakenMirroredRares,55,55,1,1,3,3,0,0,[0],[1000],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9151,MapAtlasClustersOfExplosiveBarrels,18376,3247,1,2823,5152,5153,-1,12,,1,MapAtlasClustersOfBarrels,55,55,30,30,10,10,0,0,[0],[0],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9152,MapAtlasClustersOfWealthyBarrels,40943,3248,1,2823,5179,5153,-1,12,,1,MapAtlasClustersOfBarrels,55,55,30,30,10,10,0,0,[0],[50],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9153,MapAtlasClustersOfVolatileBarrels,33726,3249,1,2823,5180,5153,-1,12,,1,MapAtlasClustersOfBarrels,55,55,30,30,10,10,0,0,[0],[200],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9154,MapAtlasClustersOfBloodwormBarrels,49447,3250,1,2823,5181,5153,-1,12,,1,MapAtlasClustersOfBarrels,55,55,30,30,10,10,0,0,[0],[200],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9155,MapAtlasClustersOfParasiteBarrels,2141,3251,1,2823,5182,5153,-1,12,,1,MapAtlasClustersOfBarrels,55,55,30,30,10,10,0,0,[0],[200],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9156,MapAtlasClustersOfBeaconBarrels,20470,3252,1,2823,5183,5153,-1,12,,1,MapAtlasClustersOfBarrels,55,55,30,30,10,10,0,0,[0],[200],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9157,MapAtlasStrongboxMonstersEnrageAndDrops,53709,3253,1,2823,5138,5140,5141,12,,1,MapAtlasStrongboxMonstersEnrageAndDrops,55,55,500,500,25,25,25,25,"[200, 199, 0]","[0, 0, 1000]",-1,0,[],-1,[],[],,[],[],-1,1,1,2482,[],-1,[],[],[],False,0,0,-1,234
9158,MapAtlasPoisonEffectsAndParasites,55053,3254,1,2823,5148,5149,5150,12,,1,MapAtlasPoisonEffectsAndParasites,55,55,10,10,5,5,8,8,[0],[1000],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9159,MapAtlasHighValueEnemiesOnOwnTeam,44182,3255,1,2823,5126,-1,-1,12,,1,MapAtlasHighValueEnemiesOnOwnTeam,55,55,12,12,0,0,0,0,"[198, 0]","[0, 100]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9160,MapAtlasMontersThatConvertOnDeath__,23848,3256,1,2823,5125,-1,-1,12,,1,MapAtlasMontersThatConvertOnDeath,55,55,8,8,0,0,0,0,"[198, 0]","[0, 1000]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9161,MapAtlasInstantFlasksAndHealingMonsters,61437,3257,1,2823,5119,5121,-1,12,,1,MapAtlasInstantFlasksAndHealingMonsters,55,55,1,1,8,8,0,0,[0],[1000],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9162,MapAtlasBodyguardsAndBossMapDrops,25576,3258,1,2823,5155,5127,-1,12,,1,MapAtlasBodyguardsAndBossMapDrops,55,55,1,1,1,1,0,0,"[197, 0]","[0, 1000]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9163,MapAtlasCurseEffectOnPlayersAndMonsters,41289,3259,73,2823,5170,5171,-1,12,,1,MapAtlasCurseEffectOnPlayersAndMonsters,55,55,-20,-20,-60,-60,0,0,"[201, 0]","[0, 1000]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9164,MapAtlasAdditionalBreaches,52245,3260,1,2823,5503,5096,-1,12,,1,MapAtlasAdditionalBreaches,55,55,1,1,1,1,0,0,"[155, 0]","[0, 1000]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9165,CriticalStrikeChanceForForkingArrowsUnique__1,21693,3261,1,4906,-1,-1,-1,1,,3,CriticalStrikeChanceForForkingArrows,100,100,100,100,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9166,ArrowsAlwaysCritAfterPiercingUnique___1,24067,3262,1,4907,-1,-1,-1,1,,3,ArrowsAlwaysCritAfterPiercing,1,1,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9167,ArrowsThatPierceCauseBleedingUnique__1,53848,3264,1,6533,-1,-1,-1,1,,3,ArrowsThatPierceCauseBleeding,1,1,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9168,IncreaseProjectileAttackDamagePerAccuracyUnique__1,60309,3265,1,4914,-1,-1,-1,1,,3,IncreaseProjectileAttackDamagePerAccuracy,1,1,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9169,AdditionalSpellProjectilesUnique__1,37608,3266,85,4909,-1,-1,-1,1,,3,AdditionalSpellProjectiles,1,1,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9170,IncreasedMinionDamageIfYouHitEnemyUnique__1,30521,3267,1,4910,-1,-1,-1,1,,3,IncreasedMinionDamageIfYouHitEnemy,70,70,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9171,MinionDamageAlsoAffectsYouUnique__1,15994,3268,1,4913,-1,-1,-1,1,,3,MinionDamageAlsoAffectsYou,1,1,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9172,ChimeraMinionFerocity,30514,3269,1,24,70,178,478,3,,3,ChimeraMinionFerocity,30,30,40,40,40,40,-25,-25,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9173,MarakethBirdFerocity,15657,3269,1,24,70,178,478,3,,3,ChimeraMinionFerocity,0,0,40,40,40,40,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9174,AvariusMinionFerocity,1136,3269,1,24,70,178,478,3,,3,ChimeraMinionFerocity,0,0,20,20,40,40,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9175,KitavaMinionFerocity80_,9294,3269,1,24,70,178,478,3,,3,ChimeraMinionFerocity,0,0,40,40,20,20,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9176,KitavaMinionFerocity100,46062,3269,1,24,70,178,478,3,,3,ChimeraMinionFerocity,20,20,20,20,10,10,-20,-20,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9177,KitavaMinionFerocity120,29512,3269,1,24,70,178,478,3,,3,ChimeraMinionFerocity,40,40,0,0,0,0,-40,-40,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9178,AbberathsFuryEnrageStance,43292,3270,1,1939,178,478,448,3,,3,Nothing,35,35,35,35,-80,-80,125,125,[],[],-1,0,[],-1,[],[],,[],[],-1,1,1,3416,[],-1,[],[],[],False,0,0,-1,234
9179,GlobalCriticalStrikeChanceAgainstChilledUnique__1,35681,3271,1,4942,-1,-1,-1,1,,3,GlobalCriticalStrikeChanceAgainstChilled,60,60,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9180,CastSocketedColdSkillsOnCriticalStrikeUnique__1,31047,3272,1,4939,-1,-1,-1,1,,3,CastSocketedColdSpellsOnMeleeCriticalStrike,1,1,0,0,0,0,0,0,[],[],-1,0,[],25554,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9181,IncreasedAttackAreaOfEffectUnique__1_,11600,3273,1,4955,-1,-1,-1,1,,3,IncreasedAttackAreaOfEffect,20,20,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9182,PhysicalDamageCanShockUnique__1,52993,3274,1,4956,-1,-1,-1,1,,3,PhysicalDamageCanShock,1,1,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9183,DealNoElementalDamageUnique__1,32263,3275,1,4957,-1,-1,-1,1,,3,DealNoElementalDamage,1,1,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9184,MonsterMaimOnHit,12485,3276,1,3852,-1,-1,-1,3,,3,MonsterMaimOnHit,1,1,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9185,MonsterMaimOnHitChance,23403,3277,1,5457,-1,-1,-1,3,,3,MonsterMaimOnHit,25,25,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9186,MonsterMaimOnHitChance2,39131,3277,1,5457,-1,-1,-1,3,,3,MonsterMaimOnHit,20,20,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9187,MonsterMaimOnHitChance3,13416,3277,1,5457,-1,-1,-1,3,,3,MonsterMaimOnHit,15,15,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9188,MonsterBleedOnHitChance,21050,3278,1,3665,6081,-1,-1,3,,3,CausesBleeding,25,25,1,1,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9189,TakeFireDamageOnIgniteUnique__1,44582,3280,1,4983,-1,-1,-1,1,,3,TakeFireDamageOnIgnite,100,100,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9190,FireDamageLeechedAsLifeWhileIgnitedUnique__1,24909,3281,1,4984,-1,-1,-1,1,,3,FireDamageLeechedAsLifeWhileIgnited,200,200,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9191,ChanceForSpectersToGainSoulEaterOnKillUnique__1,33549,3282,1,4936,2823,-1,-1,1,,3,PassiveJewelGrantsRadius,50,50,1200,1200,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9192,MovementSkillsDealNoPhysicalDamageUnique__1,10689,3283,1,4946,-1,-1,-1,1,,3,MovementSkillsDealNoPhysicalDamage,1,1,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9193,GainPhasingIfKilledRecentlyUnique__1,46424,3284,1,4945,-1,-1,-1,1,,3,GainPhasingIfKilledRecently,1,1,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9194,MovementSkillsCostNoManaUnique__1,126,3285,1,3760,-1,-1,-1,1,,3,MovementSkillsCostNoMana,1,1,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9195,ProjectileAttackDamageImplicitGloves1,23382,3286,1,4988,-1,-1,-1,1,,3,ProjectileAttackDamage,14,18,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9196,ManaPerStrengthUnique__1__,49602,3287,1,4947,-1,-1,-1,1,,3,ManaPerStrength,2,2,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9197,EnergyShieldPerStrengthUnique__1,34083,3288,1,4948,-1,-1,-1,1,,3,EnergyShieldPerStrength,2,2,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9198,LifePerDexterityUnique__1,37678,3289,1,4949,-1,-1,-1,1,,3,LifePerDexterity,1,1,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9199,MeleePhysicalDamagePerDexterityUnique__1_,38714,3290,1,4950,-1,-1,-1,1,,3,MeleePhysicalDamagePerDexterity,2,2,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9200,AccuracyPerIntelligenceUnique__1,14903,3291,1,4951,-1,-1,-1,1,,3,AccuracyPerIntelligence,4,4,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9201,EvasionRatingPerIntelligenceUnique__1,5007,3292,1,4952,-1,-1,-1,1,,3,EvasionRatingPerIntelligence,2,2,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9202,TotemBossTeamAAtollDaemon,6831,3293,1,-1,-1,-1,-1,3,,3,TotemBossTeamAAtollDaemon,0,0,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],Metadata/Monsters/Daemon/TotemBossTeamAAtollDaemonColdPulse,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9203,DaemonAlternatingBuffsStatueMaker,18907,3294,1,478,11,-1,-1,3,,3,DaemonAlternatingBuffsStatueMaker,-50,-50,1000,1000,0,0,0,0,[],[],754,0,[],-1,[],[],Metadata/Monsters/Daemon/DaemonBuffToParentCasterStatueMaker,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9204,TotemBossTeamBAtollDaemon,21214,3293,1,-1,-1,-1,-1,3,,3,TotemBossTeamAAtollDaemon,0,0,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],Metadata/Monsters/Daemon/TotemBossTeamBAtollDaemonLightningPulse,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9205,ChanceToGainFrenzyChargeOnStunUnique__1,20809,3295,38,4995,-1,-1,-1,1,,3,ChanceToGainFrenzyChargeOnStun,15,15,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9206,IncreasedDamageOverTimeDuringFlaskEffectUnique__1,63511,3296,1,4996,-1,-1,-1,1,,3,IncreasedDamageOverTimeDuringFlaskEffect,25,40,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9207,VulnerabilityAuraDuringFlaskEffectUnique__1,8223,3297,60,4997,-1,-1,-1,1,,3,VulnerabilityAuraDuringFlaskEffect,21,21,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9208,PrrojectilesPierceWhilePhasingUnique__1_,28863,3298,1,5001,-1,-1,-1,1,,3,PrrojectilesPierceWhilePhasing,1,1,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9209,AdditionalPierceWhilePhasingUnique__1,53292,3299,1,6304,-1,-1,-1,1,,3,PrrojectilesPierceWhilePhasing,5,5,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9210,ChanceToAvoidProjectilesWhilePhasingUnique__1,20326,3300,1,5002,-1,-1,-1,1,,3,ChanceToAvoidProjectilesWhilePhasing,20,20,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9211,FlaskAdditionalProjectilesDuringEffectUnique__1,62592,3301,85,5006,-1,-1,-1,1,,3,FlaskAdditionalProjectilesDuringEffect,2,2,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9212,FlaskIncreasedAreaOfEffectDuringEffectUnique__1_,2738,3302,1,5005,-1,-1,-1,1,,3,FlaskIncreasedAreaOfEffectDuringEffect,15,25,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9213,VaultBossStanceMods,13730,3303,1,70,217,178,403,3,,3,VaultBossStanceMods,50,50,50,50,50,50,400,400,[],[],-1,0,[],-1,[],[],,[],[],-1,100,100,480,[],-1,[],[],[],False,0,0,-1,234
9214,ElderGuardian4StanceMods,51188,3303,1,70,217,178,403,3,,3,VaultBossStanceMods,0,0,0,0,60,60,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,480,[],-1,[],[],[],False,0,0,-1,234
9215,VaultBossTreasurePileDamageBuff,17684,3304,1,24,-1,-1,-1,3,,3,VaultBossTreasurePileDamageBuff,30,30,0,0,0,0,0,0,[],[],758,25,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9216,MapEnemiesDropStackedDeckUnique__1,3133,3305,1,5014,-1,-1,-1,5,,3,MapEnemiesDropStackedDeck,50,50,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9217,MapPlayerCurseProjectileWeaknessUnique__1,42414,3306,1,1051,1253,5017,-1,5,,3,MapPlayerCurse,18,18,9,9,15,15,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9218,MapPlayerCurseConductivityUnique__1,22712,3307,1,1051,1253,5018,-1,5,,3,MapPlayerCurse,18,18,9,9,15,15,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9219,MapPlayerCurseFlammabilityUnique__1,55104,3308,1,1051,1253,5019,-1,5,,3,MapPlayerCurse,18,18,9,9,15,15,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9220,MapPlayerCurseFlammabilityUnique__2,26958,3308,1,1051,1253,5019,-1,5,,3,MapPlayerCurse,0,0,0,0,15,15,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9221,MapPlayerCurseFrostbiteUnique__1,26334,3309,1,1051,1253,5020,-1,5,,3,MapPlayerCurse,18,18,9,9,15,15,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9222,MapPlayerCurseFrostbiteUnique__2,3329,3309,1,1051,1253,5020,-1,5,,3,MapPlayerCurse,0,0,0,0,15,15,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9223,MapMonsterLevelOverrideUnique__1,47775,3310,1,5010,-1,-1,-1,5,,3,MapMonsterLevelOverride,70,79,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9224,MapMonsterLevelOverrideUnique__2,17185,3310,1,5010,-1,-1,-1,5,,3,MapMonsterLevelOverride,77,77,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9225,MapMonsterLevelOverrideUnique__3,51680,3310,1,5010,-1,-1,-1,5,,3,MapMonsterLevelOverride,78,78,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9226,MapMonsterLevelOverrideUnique__4,61655,3310,1,5010,-1,-1,-1,5,,3,MapMonsterLevelOverride,73,79,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9227,CelestialFootprintsUnique__1_,47912,3311,1,5176,-1,-1,-1,1,,3,ItemFootprints,1,1,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9228,MonsterChanceToSpreadTarOnHit1,52255,3313,1,5013,-1,-1,-1,3,,3,MonsterTarOnHit,35,35,0,0,0,0,0,0,[],[],-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9229,ShaperTouched1,41832,3314,1,-1,-1,-1,-1,3,Shaped,3,Daemon,0,0,0,0,0,0,0,0,[],[],365,0,[],-1,[],[],Metadata/Monsters/Daemon/ShaperQuestDaemonSpaceVortex,[],[],611,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
9230,ShaperHealed1,60888,3315,1,-1,-1,-1,-1,3,Reshaped,3,Daemon,0,0,0,0,0,0,0,0,[],[],365,0,[],-1,[],[],Metadata/Monsters/Daemon/ShaperQuestDaemonSummonAnomaly_,[],[],611,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
